"State","District","Date","Year","Month","Avg_etlvl_at15cm","Agency_name"
"Uttar Pradesh","Bareilly","2022-04-18","2022","04","0.412138256","NRSC VIC MODEL"
"Uttar Pradesh","Bareilly","2022-04-19","2022","04","0.403928188","NRSC VIC MODEL"
"Uttar Pradesh","Bareilly","2022-04-20","2022","04","0.400816447","NRSC VIC MODEL"
"Uttar Pradesh","Bareilly","2022-04-21","2022","04","0.384823238","NRSC VIC MODEL"
"Uttar Pradesh","Bareilly","2022-04-22","2022","04","0.374179745","NRSC VIC MODEL"
"Uttar Pradesh","Bareilly","2022-04-23","2022","04","0.381244127","NRSC VIC MODEL"
"Uttar Pradesh","Bareilly","2022-04-24","2022","04","0.394606144","NRSC VIC MODEL"
"Uttar Pradesh","Bareilly","2022-04-25","2022","04","0.383869366","NRSC VIC MODEL"
"Uttar Pradesh","Bareilly","2022-04-26","2022","04","0.335956812","NRSC VIC MODEL"
"Uttar Pradesh","Bareilly","2022-04-27","2022","04","0.406007642","NRSC VIC MODEL"
"Uttar Pradesh","Bareilly","2022-04-28","2022","04","0.379838043","NRSC VIC MODEL"
"Uttar Pradesh","Bareilly","2022-04-29","2022","04","0.359134695","NRSC VIC MODEL"
"Uttar Pradesh","Bareilly","2022-04-30","2022","04","0.370730454","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-04-01","2022","04","0.317257915","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-04-02","2022","04","0.312527182","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-04-03","2022","04","0.335289735","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-04-04","2022","04","0.337184835","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-04-05","2022","04","0.340816597","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-04-06","2022","04","0.340170936","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-04-07","2022","04","0.335066686","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-04-08","2022","04","0.32058633","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-04-09","2022","04","0.306246964","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-04-10","2022","04","0.301339513","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-04-11","2022","04","0.302683025","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-04-12","2022","04","0.303688846","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-04-13","2022","04","0.269287159","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-04-14","2022","04","0.276950906","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-04-15","2022","04","0.273667305","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-04-16","2022","04","0.273596583","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-04-17","2022","04","0.277483052","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-04-18","2022","04","0.278857434","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-04-19","2022","04","0.26362837","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-04-20","2022","04","0.270016344","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-04-21","2022","04","0.272279145","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-04-22","2022","04","0.244601769","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-04-23","2022","04","0.314934281","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-04-24","2022","04","0.268191236","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-04-25","2022","04","0.270860088","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-04-26","2022","04","0.268248406","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-04-27","2022","04","0.265898987","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-04-28","2022","04","0.255387785","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-04-29","2022","04","0.254691755","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-04-30","2022","04","0.243385575","NRSC VIC MODEL"
"Uttar Pradesh","Bhadohi","2022-04-01","2022","04","0.318883221","NRSC VIC MODEL"
"Uttar Pradesh","Bhadohi","2022-04-02","2022","04","0.307264012","NRSC VIC MODEL"
"Uttar Pradesh","Bhadohi","2022-04-03","2022","04","0.298046929","NRSC VIC MODEL"
"Uttar Pradesh","Bhadohi","2022-04-04","2022","04","0.299468424","NRSC VIC MODEL"
"Uttar Pradesh","Bhadohi","2022-04-05","2022","04","0.296953209","NRSC VIC MODEL"
"Uttar Pradesh","Bhadohi","2022-04-06","2022","04","0.293188782","NRSC VIC MODEL"
"Uttar Pradesh","Bhadohi","2022-04-07","2022","04","0.290955849","NRSC VIC MODEL"
"Uttar Pradesh","Bhadohi","2022-04-08","2022","04","0.286122016","NRSC VIC MODEL"
"Uttar Pradesh","Bhadohi","2022-04-09","2022","04","0.271094301","NRSC VIC MODEL"
"Uttar Pradesh","Bhadohi","2022-04-10","2022","04","0.253923824","NRSC VIC MODEL"
"Uttar Pradesh","Bhadohi","2022-04-11","2022","04","0.248842726","NRSC VIC MODEL"
"Uttar Pradesh","Bhadohi","2022-04-12","2022","04","0.246916826","NRSC VIC MODEL"
"Uttar Pradesh","Bhadohi","2022-04-13","2022","04","0.240544892","NRSC VIC MODEL"
"Uttar Pradesh","Bhadohi","2022-04-14","2022","04","0.239158285","NRSC VIC MODEL"
"Uttar Pradesh","Bhadohi","2022-04-15","2022","04","0.224808001","NRSC VIC MODEL"
"Uttar Pradesh","Bhadohi","2022-04-16","2022","04","0.215198412","NRSC VIC MODEL"
"Uttar Pradesh","Bhadohi","2022-04-17","2022","04","0.228390431","NRSC VIC MODEL"
"Uttar Pradesh","Bhadohi","2022-04-18","2022","04","0.234157081","NRSC VIC MODEL"
"Uttar Pradesh","Bhadohi","2022-04-19","2022","04","0.225803439","NRSC VIC MODEL"
"Uttar Pradesh","Bhadohi","2022-04-20","2022","04","0.228751522","NRSC VIC MODEL"
"Uttar Pradesh","Bhadohi","2022-04-21","2022","04","0.217928178","NRSC VIC MODEL"
"Uttar Pradesh","Bhadohi","2022-04-22","2022","04","0.179249542","NRSC VIC MODEL"
"Uttar Pradesh","Bhadohi","2022-04-23","2022","04","0.400767643","NRSC VIC MODEL"
"Uttar Pradesh","Bhadohi","2022-04-24","2022","04","0.236828","NRSC VIC MODEL"
"Uttar Pradesh","Bhadohi","2022-04-25","2022","04","0.21327003","NRSC VIC MODEL"
"Uttar Pradesh","Bhadohi","2022-04-26","2022","04","0.211328316","NRSC VIC MODEL"
"Uttar Pradesh","Bhadohi","2022-04-27","2022","04","0.215961972","NRSC VIC MODEL"
"Uttar Pradesh","Bhadohi","2022-04-28","2022","04","0.21401964","NRSC VIC MODEL"
"Uttar Pradesh","Bhadohi","2022-04-29","2022","04","0.214487246","NRSC VIC MODEL"
"Uttar Pradesh","Bhadohi","2022-04-30","2022","04","0.199254075","NRSC VIC MODEL"
"Uttar Pradesh","Bijnor","2022-04-01","2022","04","0.676053917","NRSC VIC MODEL"
"Uttar Pradesh","Bijnor","2022-04-02","2022","04","0.674880468","NRSC VIC MODEL"
"Uttar Pradesh","Bijnor","2022-04-03","2022","04","0.644447054","NRSC VIC MODEL"
"Uttar Pradesh","Bijnor","2022-04-04","2022","04","0.651359876","NRSC VIC MODEL"
"Uttar Pradesh","Bijnor","2022-04-05","2022","04","0.637999493","NRSC VIC MODEL"
"Uttar Pradesh","Bijnor","2022-04-06","2022","04","0.630021952","NRSC VIC MODEL"
"Uttar Pradesh","Bijnor","2022-04-07","2022","04","0.623612443","NRSC VIC MODEL"
"Uttar Pradesh","Bijnor","2022-04-08","2022","04","0.61796229","NRSC VIC MODEL"
"Uttar Pradesh","Bijnor","2022-04-09","2022","04","0.620331475","NRSC VIC MODEL"
"Uttar Pradesh","Bijnor","2022-04-10","2022","04","0.614456264","NRSC VIC MODEL"
"Uttar Pradesh","Bijnor","2022-04-11","2022","04","0.62265149","NRSC VIC MODEL"
"Uttar Pradesh","Bijnor","2022-04-12","2022","04","0.593843116","NRSC VIC MODEL"
"Uttar Pradesh","Bijnor","2022-04-13","2022","04","0.577251708","NRSC VIC MODEL"
"Uttar Pradesh","Bijnor","2022-04-14","2022","04","0.583457906","NRSC VIC MODEL"
"Uttar Pradesh","Bijnor","2022-04-15","2022","04","0.522994712","NRSC VIC MODEL"
"Uttar Pradesh","Bijnor","2022-04-16","2022","04","1.149739245","NRSC VIC MODEL"
"Uttar Pradesh","Bijnor","2022-04-17","2022","04","0.864254025","NRSC VIC MODEL"
"Uttar Pradesh","Bijnor","2022-04-18","2022","04","0.775177884","NRSC VIC MODEL"
"Uttar Pradesh","Bijnor","2022-04-19","2022","04","0.75782128","NRSC VIC MODEL"
"Uttar Pradesh","Bijnor","2022-04-20","2022","04","0.711716057","NRSC VIC MODEL"
"Uttar Pradesh","Bijnor","2022-04-21","2022","04","0.657505358","NRSC VIC MODEL"
"Uttar Pradesh","Bijnor","2022-04-22","2022","04","0.60561711","NRSC VIC MODEL"
"Uttar Pradesh","Bijnor","2022-04-23","2022","04","0.695450513","NRSC VIC MODEL"
"Uttar Pradesh","Bijnor","2022-04-24","2022","04","0.628093252","NRSC VIC MODEL"
"Uttar Pradesh","Bijnor","2022-04-25","2022","04","0.613486824","NRSC VIC MODEL"
"Uttar Pradesh","Bijnor","2022-04-26","2022","04","0.543562507","NRSC VIC MODEL"
"Uttar Pradesh","Bijnor","2022-04-27","2022","04","0.878550602","NRSC VIC MODEL"
"Uttar Pradesh","Bijnor","2022-04-28","2022","04","0.678802919","NRSC VIC MODEL"
"Uttar Pradesh","Bijnor","2022-04-29","2022","04","0.632722046","NRSC VIC MODEL"
"Uttar Pradesh","Bijnor","2022-04-30","2022","04","0.629523288","NRSC VIC MODEL"
"Uttar Pradesh","Budaun","2022-04-05","2022","04","0.372767992","NRSC VIC MODEL"
"Uttar Pradesh","Budaun","2022-04-20","2022","04","0.26975315","NRSC VIC MODEL"
"Uttar Pradesh","Budaun","2022-04-01","2022","04","0.382879011","NRSC VIC MODEL"
"Uttar Pradesh","Budaun","2022-04-02","2022","04","0.387261418","NRSC VIC MODEL"
"Uttar Pradesh","Budaun","2022-04-03","2022","04","0.384923377","NRSC VIC MODEL"
"Uttar Pradesh","Budaun","2022-04-04","2022","04","0.379773824","NRSC VIC MODEL"
"Uttar Pradesh","Budaun","2022-04-06","2022","04","0.365553072","NRSC VIC MODEL"
"Uttar Pradesh","Budaun","2022-04-07","2022","04","0.360930518","NRSC VIC MODEL"
"Uttar Pradesh","Budaun","2022-04-08","2022","04","0.350586502","NRSC VIC MODEL"
"Uttar Pradesh","Budaun","2022-04-09","2022","04","0.336557327","NRSC VIC MODEL"
"Uttar Pradesh","Budaun","2022-04-10","2022","04","0.324959366","NRSC VIC MODEL"
"Uttar Pradesh","Budaun","2022-04-11","2022","04","0.309862736","NRSC VIC MODEL"
"Uttar Pradesh","Budaun","2022-04-12","2022","04","0.30089157","NRSC VIC MODEL"
"Uttar Pradesh","Budaun","2022-04-13","2022","04","0.274933366","NRSC VIC MODEL"
"Uttar Pradesh","Budaun","2022-04-14","2022","04","0.288098899","NRSC VIC MODEL"
"Uttar Pradesh","Budaun","2022-04-15","2022","04","0.298471848","NRSC VIC MODEL"
"Uttar Pradesh","Budaun","2022-04-16","2022","04","0.294145092","NRSC VIC MODEL"
"Uttar Pradesh","Budaun","2022-04-17","2022","04","0.287064352","NRSC VIC MODEL"
"Uttar Pradesh","Budaun","2022-04-18","2022","04","0.278711439","NRSC VIC MODEL"
"Uttar Pradesh","Budaun","2022-04-19","2022","04","0.272454703","NRSC VIC MODEL"
"Uttar Pradesh","Budaun","2022-04-21","2022","04","0.276296943","NRSC VIC MODEL"
"Uttar Pradesh","Budaun","2022-04-22","2022","04","0.26704525","NRSC VIC MODEL"
"Uttar Pradesh","Budaun","2022-04-23","2022","04","0.273963607","NRSC VIC MODEL"
"Uttar Pradesh","Budaun","2022-04-24","2022","04","0.212879751","NRSC VIC MODEL"
"Uttar Pradesh","Budaun","2022-04-25","2022","04","0.210183316","NRSC VIC MODEL"
"Uttar Pradesh","Budaun","2022-04-26","2022","04","0.186369452","NRSC VIC MODEL"
"Uttar Pradesh","Budaun","2022-04-27","2022","04","0.485768403","NRSC VIC MODEL"
"Uttar Pradesh","Budaun","2022-04-28","2022","04","0.292282104","NRSC VIC MODEL"
"Uttar Pradesh","Budaun","2022-04-29","2022","04","0.257840822","NRSC VIC MODEL"
"Uttar Pradesh","Budaun","2022-04-30","2022","04","0.253357274","NRSC VIC MODEL"
"Uttar Pradesh","Bulandshahr","2022-04-01","2022","04","0.396242431","NRSC VIC MODEL"
"Uttar Pradesh","Bulandshahr","2022-04-02","2022","04","0.393444809","NRSC VIC MODEL"
"Uttar Pradesh","Bulandshahr","2022-04-03","2022","04","0.386910428","NRSC VIC MODEL"
"Uttar Pradesh","Bulandshahr","2022-04-04","2022","04","0.381527509","NRSC VIC MODEL"
"Uttar Pradesh","Bulandshahr","2022-04-05","2022","04","0.371913785","NRSC VIC MODEL"
"Uttar Pradesh","Bulandshahr","2022-04-06","2022","04","0.367739725","NRSC VIC MODEL"
"Uttar Pradesh","Bulandshahr","2022-04-07","2022","04","0.343567875","NRSC VIC MODEL"
"Uttar Pradesh","Bulandshahr","2022-04-08","2022","04","0.327294657","NRSC VIC MODEL"
"Uttar Pradesh","Bulandshahr","2022-04-09","2022","04","0.310846352","NRSC VIC MODEL"
"Uttar Pradesh","Bulandshahr","2022-04-10","2022","04","0.262824695","NRSC VIC MODEL"
"Uttar Pradesh","Bulandshahr","2022-04-11","2022","04","0.257198321","NRSC VIC MODEL"
"Uttar Pradesh","Bulandshahr","2022-04-12","2022","04","0.269705012","NRSC VIC MODEL"
"Uttar Pradesh","Bulandshahr","2022-04-13","2022","04","0.252852804","NRSC VIC MODEL"
"Uttar Pradesh","Bulandshahr","2022-04-14","2022","04","0.256632056","NRSC VIC MODEL"
"Uttar Pradesh","Bulandshahr","2022-04-15","2022","04","0.261667189","NRSC VIC MODEL"
"Uttar Pradesh","Bulandshahr","2022-04-16","2022","04","0.278380715","NRSC VIC MODEL"
"Uttar Pradesh","Bulandshahr","2022-04-17","2022","04","0.251434022","NRSC VIC MODEL"
"Uttar Pradesh","Bulandshahr","2022-04-18","2022","04","0.243885521","NRSC VIC MODEL"
"Uttar Pradesh","Bulandshahr","2022-04-19","2022","04","0.225498181","NRSC VIC MODEL"
"Uttar Pradesh","Bulandshahr","2022-04-20","2022","04","0.23177142","NRSC VIC MODEL"
"Uttar Pradesh","Bulandshahr","2022-04-21","2022","04","0.253493849","NRSC VIC MODEL"
"Uttar Pradesh","Bulandshahr","2022-04-22","2022","04","0.244378933","NRSC VIC MODEL"
"Uttar Pradesh","Bulandshahr","2022-04-23","2022","04","0.562456751","NRSC VIC MODEL"
"Uttar Pradesh","Bulandshahr","2022-04-24","2022","04","0.164423015","NRSC VIC MODEL"
"Uttar Pradesh","Bulandshahr","2022-04-25","2022","04","0.154204738","NRSC VIC MODEL"
"Uttar Pradesh","Bulandshahr","2022-04-26","2022","04","0.137082585","NRSC VIC MODEL"
"Uttar Pradesh","Bulandshahr","2022-04-27","2022","04","0.411870082","NRSC VIC MODEL"
"Uttar Pradesh","Bulandshahr","2022-04-28","2022","04","0.163971391","NRSC VIC MODEL"
"Uttar Pradesh","Bulandshahr","2022-04-29","2022","04","0.159418929","NRSC VIC MODEL"
"Uttar Pradesh","Bulandshahr","2022-04-30","2022","04","0.153866343","NRSC VIC MODEL"
"Uttar Pradesh","Chandauli","2022-04-02","2022","04","0.274241691","NRSC VIC MODEL"
"Uttar Pradesh","Chandauli","2022-04-03","2022","04","0.266105124","NRSC VIC MODEL"
"Uttar Pradesh","Chandauli","2022-04-04","2022","04","0.269851718","NRSC VIC MODEL"
"Uttar Pradesh","Chandauli","2022-04-05","2022","04","0.265512191","NRSC VIC MODEL"
"Uttar Pradesh","Chandauli","2022-04-06","2022","04","0.260584244","NRSC VIC MODEL"
"Uttar Pradesh","Chandauli","2022-04-07","2022","04","0.253605963","NRSC VIC MODEL"
"Uttar Pradesh","Chandauli","2022-04-08","2022","04","0.246354317","NRSC VIC MODEL"
"Uttar Pradesh","Chandauli","2022-04-09","2022","04","0.241810216","NRSC VIC MODEL"
"Uttar Pradesh","Chandauli","2022-04-10","2022","04","0.235882079","NRSC VIC MODEL"
"Uttar Pradesh","Chandauli","2022-04-11","2022","04","0.223031444","NRSC VIC MODEL"
"Uttar Pradesh","Chandauli","2022-04-12","2022","04","0.215969707","NRSC VIC MODEL"
"Uttar Pradesh","Chandauli","2022-04-13","2022","04","0.214695515","NRSC VIC MODEL"
"Uttar Pradesh","Chandauli","2022-04-14","2022","04","0.220107611","NRSC VIC MODEL"
"Uttar Pradesh","Chandauli","2022-04-15","2022","04","0.209607353","NRSC VIC MODEL"
"Uttar Pradesh","Chandauli","2022-04-16","2022","04","0.206457403","NRSC VIC MODEL"
"Uttar Pradesh","Chandauli","2022-04-17","2022","04","0.207465996","NRSC VIC MODEL"
"Uttar Pradesh","Chandauli","2022-04-18","2022","04","0.201957604","NRSC VIC MODEL"
"Uttar Pradesh","Chandauli","2022-04-19","2022","04","0.190808217","NRSC VIC MODEL"
"Uttar Pradesh","Chandauli","2022-04-20","2022","04","0.18974477","NRSC VIC MODEL"
"Uttar Pradesh","Chandauli","2022-04-21","2022","04","0.18422194","NRSC VIC MODEL"
"Uttar Pradesh","Chandauli","2022-04-22","2022","04","0.157494758","NRSC VIC MODEL"
"Uttar Pradesh","Chandauli","2022-04-23","2022","04","0.268648282","NRSC VIC MODEL"
"Uttar Pradesh","Chandauli","2022-04-24","2022","04","0.180739589","NRSC VIC MODEL"
"Uttar Pradesh","Chandauli","2022-04-25","2022","04","0.182276509","NRSC VIC MODEL"
"Uttar Pradesh","Chandauli","2022-04-26","2022","04","0.170305129","NRSC VIC MODEL"
"Uttar Pradesh","Chandauli","2022-04-27","2022","04","0.154205975","NRSC VIC MODEL"
"Uttar Pradesh","Chandauli","2022-04-28","2022","04","0.144574492","NRSC VIC MODEL"
"Uttar Pradesh","Chandauli","2022-04-29","2022","04","0.138203533","NRSC VIC MODEL"
"Uttar Pradesh","Chandauli","2022-04-30","2022","04","0.121640059","NRSC VIC MODEL"
"Uttar Pradesh","Chandauli","2022-04-01","2022","04","0.288409339","NRSC VIC MODEL"
"Uttar Pradesh","Chitrakoot","2022-04-01","2022","04","0.609892833","NRSC VIC MODEL"
"Uttar Pradesh","Chitrakoot","2022-04-02","2022","04","0.595202964","NRSC VIC MODEL"
"Uttar Pradesh","Chitrakoot","2022-04-03","2022","04","0.596780852","NRSC VIC MODEL"
"Uttar Pradesh","Chitrakoot","2022-04-04","2022","04","0.595805301","NRSC VIC MODEL"
"Uttar Pradesh","Chitrakoot","2022-04-05","2022","04","0.589626518","NRSC VIC MODEL"
"Uttar Pradesh","Chitrakoot","2022-04-06","2022","04","0.586788917","NRSC VIC MODEL"
"Uttar Pradesh","Chitrakoot","2022-04-07","2022","04","0.581532088","NRSC VIC MODEL"
"Uttar Pradesh","Chitrakoot","2022-04-08","2022","04","0.567534632","NRSC VIC MODEL"
"Uttar Pradesh","Chitrakoot","2022-04-09","2022","04","0.546887673","NRSC VIC MODEL"
"Uttar Pradesh","Chitrakoot","2022-04-10","2022","04","0.525541418","NRSC VIC MODEL"
"Uttar Pradesh","Chitrakoot","2022-04-11","2022","04","0.544303989","NRSC VIC MODEL"
"Uttar Pradesh","Chitrakoot","2022-04-12","2022","04","0.541558775","NRSC VIC MODEL"
"Uttar Pradesh","Chitrakoot","2022-04-13","2022","04","0.510707452","NRSC VIC MODEL"
"Uttar Pradesh","Chitrakoot","2022-04-14","2022","04","0.504575663","NRSC VIC MODEL"
"Uttar Pradesh","Chitrakoot","2022-04-15","2022","04","0.498809218","NRSC VIC MODEL"
"Uttar Pradesh","Chitrakoot","2022-04-16","2022","04","0.481439378","NRSC VIC MODEL"
"Uttar Pradesh","Chitrakoot","2022-04-17","2022","04","0.481477657","NRSC VIC MODEL"
"Uttar Pradesh","Chitrakoot","2022-04-18","2022","04","0.475159152","NRSC VIC MODEL"
"Uttar Pradesh","Chitrakoot","2022-04-19","2022","04","0.462195569","NRSC VIC MODEL"
"Uttar Pradesh","Chitrakoot","2022-04-20","2022","04","0.448529734","NRSC VIC MODEL"
"Uttar Pradesh","Chitrakoot","2022-04-21","2022","04","0.41906763","NRSC VIC MODEL"
"Uttar Pradesh","Chitrakoot","2022-04-22","2022","04","0.322207845","NRSC VIC MODEL"
"Uttar Pradesh","Chitrakoot","2022-04-23","2022","04","0.558021544","NRSC VIC MODEL"
"Uttar Pradesh","Chitrakoot","2022-04-24","2022","04","0.371921364","NRSC VIC MODEL"
"Uttar Pradesh","Chitrakoot","2022-04-25","2022","04","0.359252021","NRSC VIC MODEL"
"Uttar Pradesh","Chitrakoot","2022-04-26","2022","04","0.352310254","NRSC VIC MODEL"
"Uttar Pradesh","Chitrakoot","2022-04-27","2022","04","0.348644832","NRSC VIC MODEL"
"Uttar Pradesh","Chitrakoot","2022-04-28","2022","04","0.350824996","NRSC VIC MODEL"
"Uttar Pradesh","Chitrakoot","2022-04-29","2022","04","0.347808632","NRSC VIC MODEL"
"Uttar Pradesh","Chitrakoot","2022-04-30","2022","04","0.331632322","NRSC VIC MODEL"
"Uttar Pradesh","Deoria","2022-04-01","2022","04","0.31731626","NRSC VIC MODEL"
"Uttar Pradesh","Deoria","2022-04-02","2022","04","0.335049541","NRSC VIC MODEL"
"Uttar Pradesh","Deoria","2022-04-03","2022","04","0.331709654","NRSC VIC MODEL"
"Uttar Pradesh","Deoria","2022-04-04","2022","04","0.353636279","NRSC VIC MODEL"
"Uttar Pradesh","Deoria","2022-04-05","2022","04","0.355900514","NRSC VIC MODEL"
"Uttar Pradesh","Deoria","2022-04-06","2022","04","0.354056378","NRSC VIC MODEL"
"Uttar Pradesh","Deoria","2022-04-07","2022","04","0.346761244","NRSC VIC MODEL"
"Uttar Pradesh","Deoria","2022-04-08","2022","04","0.340539498","NRSC VIC MODEL"
"Uttar Pradesh","Deoria","2022-04-09","2022","04","0.335043041","NRSC VIC MODEL"
"Uttar Pradesh","Deoria","2022-04-10","2022","04","0.331299079","NRSC VIC MODEL"
"Uttar Pradesh","Deoria","2022-04-11","2022","04","0.319755667","NRSC VIC MODEL"
"Uttar Pradesh","Deoria","2022-04-12","2022","04","0.325099277","NRSC VIC MODEL"
"Uttar Pradesh","Deoria","2022-04-13","2022","04","0.277591007","NRSC VIC MODEL"
"Uttar Pradesh","Deoria","2022-04-14","2022","04","0.252486742","NRSC VIC MODEL"
"Uttar Pradesh","Deoria","2022-04-15","2022","04","0.25952056","NRSC VIC MODEL"
"Uttar Pradesh","Deoria","2022-04-16","2022","04","0.260658435","NRSC VIC MODEL"
"Uttar Pradesh","Deoria","2022-04-17","2022","04","0.262520768","NRSC VIC MODEL"
"Uttar Pradesh","Deoria","2022-04-18","2022","04","0.262819915","NRSC VIC MODEL"
"Uttar Pradesh","Deoria","2022-04-19","2022","04","0.250094786","NRSC VIC MODEL"
"Uttar Pradesh","Deoria","2022-04-20","2022","04","0.29371727","NRSC VIC MODEL"
"Uttar Pradesh","Deoria","2022-04-21","2022","04","0.295416657","NRSC VIC MODEL"
"Uttar Pradesh","Deoria","2022-04-22","2022","04","0.244199105","NRSC VIC MODEL"
"Uttar Pradesh","Deoria","2022-04-23","2022","04","0.255952507","NRSC VIC MODEL"
"Uttar Pradesh","Deoria","2022-04-24","2022","04","0.265516646","NRSC VIC MODEL"
"Uttar Pradesh","Deoria","2022-04-25","2022","04","0.259821263","NRSC VIC MODEL"
"Uttar Pradesh","Deoria","2022-04-26","2022","04","0.260900254","NRSC VIC MODEL"
"Uttar Pradesh","Deoria","2022-04-27","2022","04","0.256733782","NRSC VIC MODEL"
"Uttar Pradesh","Deoria","2022-04-28","2022","04","0.251534636","NRSC VIC MODEL"
"Uttar Pradesh","Deoria","2022-04-29","2022","04","0.246910856","NRSC VIC MODEL"
"Uttar Pradesh","Deoria","2022-04-30","2022","04","0.291153054","NRSC VIC MODEL"
"Uttar Pradesh","Etah","2022-04-09","2022","04","0.403762416","NRSC VIC MODEL"
"Uttar Pradesh","Etah","2022-04-24","2022","04","0.153002357","NRSC VIC MODEL"
"Uttar Pradesh","Etah","2022-04-02","2022","04","0.563228811","NRSC VIC MODEL"
"Uttar Pradesh","Etah","2022-04-03","2022","04","0.555452004","NRSC VIC MODEL"
"Uttar Pradesh","Etah","2022-04-04","2022","04","0.557305793","NRSC VIC MODEL"
"Uttar Pradesh","Etah","2022-04-05","2022","04","0.553748643","NRSC VIC MODEL"
"Uttar Pradesh","Etah","2022-04-06","2022","04","0.550282266","NRSC VIC MODEL"
"Uttar Pradesh","Etah","2022-04-07","2022","04","0.52589102","NRSC VIC MODEL"
"Uttar Pradesh","Etah","2022-04-08","2022","04","0.476851638","NRSC VIC MODEL"
"Uttar Pradesh","Etah","2022-04-10","2022","04","0.380464014","NRSC VIC MODEL"
"Uttar Pradesh","Etah","2022-04-11","2022","04","0.378953984","NRSC VIC MODEL"
"Uttar Pradesh","Etah","2022-04-12","2022","04","0.367817803","NRSC VIC MODEL"
"Uttar Pradesh","Etah","2022-04-13","2022","04","0.335432962","NRSC VIC MODEL"
"Uttar Pradesh","Etah","2022-04-14","2022","04","0.377592574","NRSC VIC MODEL"
"Uttar Pradesh","Etah","2022-04-15","2022","04","0.342745429","NRSC VIC MODEL"
"Uttar Pradesh","Etah","2022-04-16","2022","04","0.717104884","NRSC VIC MODEL"
"Uttar Pradesh","Etah","2022-04-17","2022","04","0.374608406","NRSC VIC MODEL"
"Uttar Pradesh","Etah","2022-04-18","2022","04","0.376468463","NRSC VIC MODEL"
"Uttar Pradesh","Etah","2022-04-19","2022","04","0.375520114","NRSC VIC MODEL"
"Uttar Pradesh","Etah","2022-04-20","2022","04","0.366115572","NRSC VIC MODEL"
"Uttar Pradesh","Etah","2022-04-21","2022","04","0.368113161","NRSC VIC MODEL"
"Uttar Pradesh","Etah","2022-04-22","2022","04","0.35661084","NRSC VIC MODEL"
"Uttar Pradesh","Etah","2022-04-23","2022","04","0.456330507","NRSC VIC MODEL"
"Uttar Pradesh","Etah","2022-04-25","2022","04","0.153555516","NRSC VIC MODEL"
"Uttar Pradesh","Etah","2022-04-26","2022","04","0.145517422","NRSC VIC MODEL"
"Uttar Pradesh","Etah","2022-04-27","2022","04","0.293964011","NRSC VIC MODEL"
"Uttar Pradesh","Etah","2022-04-28","2022","04","0.163348419","NRSC VIC MODEL"
"Uttar Pradesh","Etah","2022-04-29","2022","04","0.159782448","NRSC VIC MODEL"
"Uttar Pradesh","Etah","2022-04-30","2022","04","0.15448897","NRSC VIC MODEL"
"Uttar Pradesh","Etah","2022-04-01","2022","04","0.542791718","NRSC VIC MODEL"
"Uttar Pradesh","Etawah","2022-04-01","2022","04","0.186760573","NRSC VIC MODEL"
"Uttar Pradesh","Etawah","2022-04-02","2022","04","0.194455553","NRSC VIC MODEL"
"Uttar Pradesh","Etawah","2022-04-03","2022","04","0.199761137","NRSC VIC MODEL"
"Uttar Pradesh","Etawah","2022-04-04","2022","04","0.191876535","NRSC VIC MODEL"
"Uttar Pradesh","Etawah","2022-04-05","2022","04","0.193772905","NRSC VIC MODEL"
"Uttar Pradesh","Etawah","2022-04-06","2022","04","0.193526375","NRSC VIC MODEL"
"Uttar Pradesh","Etawah","2022-04-07","2022","04","0.175886794","NRSC VIC MODEL"
"Uttar Pradesh","Etawah","2022-04-08","2022","04","0.172872042","NRSC VIC MODEL"
